chr1	7163493
chr1	7163682
chr1	6668582
chr1	11099387
chr1	16960372
chr1	23718931
chr1	18187427
chr1	41955480
chr1	42906159
chr1	56039617
chr1	51110127
chr1	64231708
chr1	66906870
chr1	60835354
chr1	88203642
chr1	82216401
chr1	93776574
chr1	95410275
chr1	100462976
chr1	102689982
chr1	103167760
chr1	153341002
chr1	156962395
chr1	156599840
chr1	163611260
chr1	169743426
chr1	167422264
chr1	176230675
chr1	181568066
chr1	183758583
chr1	190702524
chr1	193510488
chr1	190779248
chr1	200626377
chr1	213085506
chr1	207597843
chr1	223231304
chr1	217410037
chr1	219829231
chr1	229858109
chr1	231849455
chr1	226318170
chr1	235167520
chr1	240083713
chr1	245394057
chr2	12359541
chr2	12426577
chr2	26429012
chr2	34308179
chr2	30576830
chr2	27624694
chr2	43426133
chr2	36761772
chr2	49689014
chr2	47944682
chr2	61286376
chr2	71889771
chr2	65293098
chr2	75493358
chr2	80649564
chr2	77025133
chr2	79337120
chr2	75534931
chr2	100632561
chr2	98623067
chr2	112842166
chr2	112881785
chr2	114568814
chr2	125753213
chr2	119319540
chr2	125745630
chr2	123283713
chr2	124841630
chr2	129098088
chr2	134660837
chr2	137081975
chr2	135506123
chr2	134672051
chr2	139785484
chr2	148502317
chr2	157432977
chr2	151168788
chr2	150404732
chr2	165741690
chr2	171046711
chr2	176198577
chr2	178783829
chr2	176458357
chr2	195823119
chr2	192320808
chr2	204620765
chr2	202502603
chr2	228189204
chr2	238120832
chr2	240645559
chr3	9891020
chr3	18284106
chr3	18372626
chr3	42908184
chr3	41093841
chr3	41093840
chr3	41839380
chr3	46814085
chr3	46817328
chr3	48347908
chr3	60699462
chr3	60699457
chr3	78817882
chr3	80366296
chr3	100389044
chr3	102901475
chr3	99924028
chr3	119764928
chr3	119885130
chr3	126874364
chr3	135764644
chr3	130928373
chr3	146053792
chr3	140611853
chr3	139521479
chr3	151883935
chr3	161490768
chr3	174324704
chr3	195417032
chr3	195417036
chr3	195417039
chr4	6581122
chr4	6619574
chr4	3612237
chr4	7450331
chr4	7450214
chr4	13109328
chr4	8071888
chr4	7976332
chr4	22784192
chr4	26450718
chr4	28350413
chr4	39941842
chr4	40450027
chr4	53949841
chr4	44797837
chr4	57742565
chr4	55135230
chr4	54905039
chr4	64765757
chr4	63252532
chr4	67150173
chr4	75998183
chr4	97151632
chr4	92128503
chr4	99858872
chr4	96515986
chr4	104477436
chr4	106450969
chr4	104458988
chr4	103031175
chr4	124643247
chr4	125831572
chr4	122752358
chr4	124625881
chr4	165753089
chr4	163968472
chr4	180784045
chr5	1571241
chr5	15082158
chr5	8209149
chr5	18497327
chr5	21203206
chr5	33509845
chr5	41745012
chr5	51925394
chr5	59445731
chr5	60234174
chr5	62573586
chr5	75656997
chr5	79696506
chr5	85462241
chr5	95383493
chr5	96666934
chr5	102012585
chr5	122691850
chr5	120172373
chr5	127050664
chr5	127128504
chr5	138022591
chr5	137695154
chr5	145107375
chr5	162746602
chr5	160122496
chr5	173402723
chr5	171911705
chr5	171911685
chr5	171911697
chr5	179613101
chr6	15198342
chr6	25148376
chr6	19078528
chr6	32460618
chr6	31432164
chr6	36643464
chr6	43262056
chr6	41890881
