14	87786374
6	28371023
18	77033546
7	113424404
8	105332092
1	160830268
20	38441185
7	141560231
21	48002016
2	74231689
9	1469238
2	65181063
4	102261128
3	19583381
10	67681946
8	1514519
13	75042776
1	146972612
16	7095570
8	142176899
7	133160732
4	143001803
4	5569680
9	125168780
4	39659785
4	182452649
21	30058283
3	76027725
14	92128585
11	45586374
9	13513347
8	4288463
4	137543311
6	44762637
1	72300309
2	140435036
5	128286168
12	110488589
15	87990413
13	37264379
11	35384432
19	17247439
19	14845988
17	49411421
11	68785803
11	24602057
13	40837191
2	106342237
14	29429757
7	34406780
1	161925872
2	38318291
6	54176019
10	120178857
22	45263865
12	82938409
10	132495732
5	115657911
7	149214378
17	68231252
4	66944952
10	44096760
18	10074298
14	52244332
6	98320402
2	52659590
6	86083401
6	92635596
6	41354653
2	33160125
5	118262238
3	173562581
4	186347055
1	2444323
2	134400871
12	121592817
18	249372
3	128722312
16	83959748
10	89437208
13	69139266
4	75043360
19	29808147
6	28057486
10	67586252
2	18710449
9	101984378
7	143736324
7	124078844
11	128355271
11	4812401
4	34194068
16	65484187
4	42687103
15	93267407
12	26602761
6	12148534
10	36508894
2	108311804
2	235440625
3	94823306
16	19358839
2	169589746
8	142079792
2	154340544
7	135323826
8	26715231
3	117772444
19	3809397
11	45525026
8	89643799
15	39748216
1	202214167
8	125884635
5	19364608
11	34331807
21	43032820
8	140994892
3	54722244
18	68005205
4	22193032
15	92180012
15	58018777
12	120262979
17	51035455
9	100149224
11	73891322
10	29318368
11	32994840
4	135814523
3	147142955
7	138104027
4	89582440
5	67729819
20	14696435
4	54668631
6	118103565
6	23007491
9	87878716
2	31580250
15	68652201
19	376010
1	30784353
12	16480895
7	145674
13	36139312
13	58203524
1	243731890
13	74145732
5	53281118
7	10888909
2	194786269
18	25368415
13	76001683
10	89341065
18	30963805
3	17534274
12	113128048
2	44089076
12	115546295
2	210806254
16	87311241
4	27219792
17	68870669
17	995582
20	53074861
5	78692121
12	125184843
19	10634830
14	28633495
3	175278289
12	16429668
7	49332755
5	98391359
4	75663307
3	143994636
17	60791778
20	42806362
7	86772213
3	41490207
6	165217665
15	70468924
4	182017149
14	26572144
3	76459933
2	150143700
14	26599492
3	1531305
8	23560648
8	3912434
14	51692859
15	95693150
9	104207547
3	149102624
8	95827173
2	107765962
18	72841076
4	52966973
11	68499060
3	20160634
13	56982515
9	11970564
3	98171723
2	242471730
18	63498737
7	104755816
17	32177068
14	89422426
11	117420006
11	121299376
2	152123703
13	92392369
12	110004804
4	93253478
1	166248200
4	164292788
16	84055898
18	76890199
6	115648076
8	39933723
14	74753816
9	9554673
5	39652530
4	126579932
1	181536576
18	45691715
2	140536715
22	43833651
4	158114560
8	29765305
3	144778364
2	3440241
21	25378773
1	195840806
13	111298906
18	50148898
12	58055197
6	145559318
11	69820828
6	69000418
21	37319153
4	60700631
11	120055871
3	184854992
15	69024874
5	29679968
18	54866915
9	27679922
9	23116591
5	35200578
13	103537526
12	126729820
3	72868559
14	33963763
20	46208227
6	20305067
11	110526752
18	67530439
2	123524965
7	66212528
8	61573085
7	109896700
4	92564121
8	131827630
20	2947399
3	27993528
16	34752763
16	77473502
1	59122792
2	212283669
7	77807739
1	17707601
1	232109986
11	99956629
5	161777709
5	62030776
9	32862171
2	107622581
1	237873370
4	24142685
5	128508405
11	21004952
18	48983634
13	19580972
1	194569193
18	47370934
1	214051905
13	22605556
1	186359191
4	81086530
15	29424902
10	62048219
1	231664753
7	105340047
5	117754341
6	103556956
9	94146326
10	68964711
10	57740060
6	53875839
6	18429858
1	26851729
6	4326263
5	42148565
3	175671608
2	148926542
11	80609887
1	22601738
2	62104569
2	179680047
