1	7163493
1	7163682
1	6668582
1	11099387
1	16960372
1	23718931
1	18187427
1	41955480
1	42906159
1	56039617
1	51110127
1	64231708
1	66906870
1	60835354
1	88203642
1	82216401
1	93776574
1	95410275
1	100462976
1	102689982
1	103167760
1	153341002
1	156962395
1	156599840
1	163611260
1	169743426
1	167422264
1	176230675
1	181568066
1	183758583
1	190702524
1	193510488
1	190779248
1	200626377
1	213085506
1	207597843
1	223231304
1	217410037
1	219829231
1	229858109
1	231849455
1	226318170
1	235167520
1	240083713
1	245394057
2	12359541
2	12426577
2	26429012
2	34308179
2	30576830
2	27624694
2	43426133
2	36761772
2	49689014
2	47944682
2	61286376
2	71889771
2	65293098
2	75493358
2	80649564
2	77025133
2	79337120
2	75534931
2	100632561
2	98623067
2	112842166
2	112881785
2	114568814
2	125753213
2	119319540
2	125745630
2	123283713
2	124841630
2	129098088
2	134660837
2	137081975
2	135506123
2	134672051
2	139785484
2	148502317
2	157432977
2	151168788
2	150404732
2	165741690
2	171046711
2	176198577
2	178783829
2	176458357
2	195823119
2	192320808
2	204620765
2	202502603
2	228189204
2	238120832
2	240645559
3	9891020
3	18284106
3	18372626
3	42908184
3	41093841
3	41093840
3	41839380
3	46814085
3	46817328
3	48347908
3	60699462
3	60699457
3	78817882
3	80366296
3	100389044
3	102901475
3	99924028
3	119764928
3	119885130
3	126874364
3	135764644
3	130928373
3	146053792
3	140611853
3	139521479
3	151883935
3	161490768
3	174324704
3	195417032
3	195417036
3	195417039
4	6581122
4	6619574
4	3612237
4	7450331
4	7450214
4	13109328
4	8071888
4	7976332
4	22784192
4	26450718
4	28350413
4	39941842
4	40450027
4	53949841
4	44797837
4	57742565
4	55135230
4	54905039
4	64765757
4	63252532
4	67150173
4	75998183
4	97151632
4	92128503
4	99858872
4	96515986
4	104477436
4	106450969
4	104458988
4	103031175
4	124643247
4	125831572
4	122752358
4	124625881
4	165753089
4	163968472
4	180784045
5	1571241
5	15082158
5	8209149
5	18497327
5	21203206
5	33509845
5	41745012
5	51925394
5	59445731
5	60234174
5	62573586
5	75656997
5	79696506
5	85462241
5	95383493
5	96666934
5	102012585
5	122691850
5	120172373
5	127050664
5	127128504
5	138022591
5	137695154
5	145107375
5	162746602
5	160122496
5	173402723
5	171911705
5	171911685
5	171911697
5	179613101
6	15198342
6	25148376
6	19078528
6	32460618
6	31432164
6	36643464
6	43262056
6	41890881
6	54101404
6	85929191
6	85892368
6	95653500
6	91919486
6	101602541
6	114963682
6	116023716
6	128621661
6	124877232
6	140569030
6	145786354
6	149820070
6	157697130
6	160132813
6	160133054
6	170402904
7	1978378
7	395907
7	4443040
7	2025950
7	8841224
7	13127542
7	13958245
7	34320823
7	36598122
7	36707799
7	67720179
7	68335331
7	68420129
7	69668058
7	77180355
7	85377097
7	89090578
7	86868217
7	83510832
7	101487233
7	108370218
7	104804076
7	121912076
7	114365364
7	142928037
7	152609886
7	151689634
7	157806123
7	158661905
7	159104208
8	5703479
8	9318721
8	11847952
8	34584591
8	34284961
8	43258676
8	43117319
8	39206148
